pow_slow_StartZone,pow_slow_FirstArm,pow_slow_Junction,pow_slow_SecondArm,pow_slow_GoalZone,pow_slow_AfterReachedReward_10sec,pow_slow_AfterConsumedReward_10_sec,pow_slow_BeforeGoalZone,pow_slow_DuringMaze,pow_slow_HomeCageLast10sec,pow_slow_Total,pow_theta_StartZone,pow_theta_FirstArm,pow_theta_Junction,pow_theta_SecondArm,pow_theta_GoalZone,pow_theta_AfterReachedReward_10sec,pow_theta_AfterConsumedReward_10_sec,pow_theta_BeforeGoalZone,pow_theta_DuringMaze,pow_theta_HomeCageLast10sec,pow_theta_Total,pow_above_theta_StartZone,pow_above_theta_FirstArm,pow_above_theta_Junction,pow_above_theta_SecondArm,pow_above_theta_GoalZone,pow_above_theta_AfterReachedReward_10sec,pow_above_theta_AfterConsumedReward_10_sec,pow_above_theta_BeforeGoalZone,pow_above_theta_DuringMaze,pow_above_theta_HomeCageLast10sec,pow_above_theta_Total,pow_slow_gamma_StartZone,pow_slow_gamma_FirstArm,pow_slow_gamma_Junction,pow_slow_gamma_SecondArm,pow_slow_gamma_GoalZone,pow_slow_gamma_AfterReachedReward_10sec,pow_slow_gamma_AfterConsumedReward_10_sec,pow_slow_gamma_BeforeGoalZone,pow_slow_gamma_DuringMaze,pow_slow_gamma_HomeCageLast10sec,pow_slow_gamma_Total,pow_med_gamma_StartZone,pow_med_gamma_FirstArm,pow_med_gamma_Junction,pow_med_gamma_SecondArm,pow_med_gamma_GoalZone,pow_med_gamma_AfterReachedReward_10sec,pow_med_gamma_AfterConsumedReward_10_sec,pow_med_gamma_BeforeGoalZone,pow_med_gamma_DuringMaze,pow_med_gamma_HomeCageLast10sec,pow_med_gamma_Total,pow_fast_gamma_StartZone,pow_fast_gamma_FirstArm,pow_fast_gamma_Junction,pow_fast_gamma_SecondArm,pow_fast_gamma_GoalZone,pow_fast_gamma_AfterReachedReward_10sec,pow_fast_gamma_AfterConsumedReward_10_sec,pow_fast_gamma_BeforeGoalZone,pow_fast_gamma_DuringMaze,pow_fast_gamma_HomeCageLast10sec,pow_fast_gamma_Total,pow_dom_freq_StartZone,pow_dom_freq_FirstArm,pow_dom_freq_Junction,pow_dom_freq_SecondArm,pow_dom_freq_GoalZone,pow_dom_freq_AfterReachedReward_10sec,pow_dom_freq_AfterConsumedReward_10_sec,pow_dom_freq_BeforeGoalZone,pow_dom_freq_DuringMaze,pow_dom_freq_HomeCageLast10sec,pow_dom_freq_Total,pow_theta_dom_freq_StartZone,pow_theta_dom_freq_FirstArm,pow_theta_dom_freq_Junction,pow_theta_dom_freq_SecondArm,pow_theta_dom_freq_GoalZone,pow_theta_dom_freq_AfterReachedReward_10sec,pow_theta_dom_freq_AfterConsumedReward_10_sec,pow_theta_dom_freq_BeforeGoalZone,pow_theta_dom_freq_DuringMaze,pow_theta_dom_freq_HomeCageLast10sec,pow_theta_dom_freq_Total,pow_ripples_freq_StartZone,pow_ripples_freq_FirstArm,pow_ripples_freq_Junction,pow_ripples_freq_SecondArm,pow_ripples_freq_GoalZone,pow_ripples_freq_AfterReachedReward_10sec,pow_ripples_freq_AfterConsumedReward_10_sec,pow_ripples_freq_BeforeGoalZone,pow_ripples_freq_DuringMaze,pow_ripples_freq_HomeCageLast10sec,pow_ripples_freq_Total,velocity_StartZone,velocity_FirstArm,velocity_Junction,velocity_SecondArm,velocity_GoalZone,velocity_AfterReachedReward_10sec,velocity_AfterConsumedReward_10_sec,velocity_BeforeGoalZone,velocity_DuringMaze,velocity_HomeCageLast10sec,velocity_Total,experiment,trial,animal,date
0.000371028011280517,0.000243174387669737,0.000243174387669737,0.000165083725424439,0.000135524185526427,0.000135524185526427,0.000130705932215297,0.000350499529646376,0.000327697423652351,0.000149154510647523,0.000571462807254539,0.000591254862749316,0.000558952695870859,0.000558952695870859,0.000614157689869128,0.000928853512333835,0.000928853512333835,0.000784993375648303,0.000585557347227727,0.000626188673301552,0.000559511171939275,0.000906203038688204,0.000423979227114785,0.000650446148961398,0.000650446148961398,0.00042440689811886,0.000350010687836159,0.000350010687836159,0.000438809440064759,0.000442131996684615,0.000432144316287104,0.000436986068693558,0.000748708663974295,0.00082037131386954,0.000705944483066067,0.000705944483066067,0.000624601287809534,0.000580412425616817,0.000580412425616817,0.000794548766792791,0.000795620097492919,0.00076957139232925,0.000673624481933438,0.00108412379059065,0.000643318588950343,0.000574607260509609,0.000574607260509609,0.000448782652002983,0.00100123320311282,0.00100123320311282,0.00100630128474841,0.000623114944768967,0.00066767612835858,0.000533296304576844,0.000855447924785621,0.00095761363280364,0.000957899197364097,0.000957899197364097,0.00104472686169866,0.00125388341829236,0.00125388341829236,0.00115429493519213,0.000964422354944636,0.000997757227455362,0.00303225314253154,0.00300847273018609,4.7401447570442,6.70357700302362,6.70357700302362,5.83580273608116,6.25465850512848,6.25465850512848,6.70357700302362,4.7401447570442,6.25465850512848,6.70357700302362,0.195458078285265,6.70357700302362,6.70357700302362,6.70357700302362,6.25465850512848,6.25465850512848,6.25465850512848,6.70357700302362,6.70357700302362,6.25465850512848,6.70357700302362,7.1847159359093,0.0694444444444444,0,0,0,0.441176470588235,0,0.1,0.0581395348837209,0.0513698630136986,0.1,0.023209549071618,1.5625,15.3409090909091,15.3409090909091,16.875,0,0,0,4.65116279069767,5.13698630136986,10,0,2018-02-11_Albert_trial_10,10,Albert,2018-02-11
0.000254206992505493,0.000252216063982845,0.000146306701758669,0.000108188122932345,0.000239825797840833,0.000239825797840833,0.000228154298089834,0.000254557754106481,0.000253069965271747,0.00018038054249219,0.000267828505865435,0.000558687606587846,0.000241346723961256,0.000255188958467983,0.000383650638075095,0.000466159468266932,0.000466159468266932,0.000606811415546751,0.000549326371288452,0.00054453014294825,0.000809666739060889,0.000792842701644144,0.000516223056528742,0.000494061452340843,0.000411553220396299,0.000491206246101075,0.000417966909599452,0.000417966909599452,0.00054143513424756,0.000515007919010717,0.000509263535258317,0.000441149784597518,0.000566449971706702,0.000842279213760289,0.000681795950238906,0.000667215925762039,0.000857311366116327,0.000731487647905206,0.000731487647905206,0.000904171695513848,0.000837620801047887,0.000830388978151596,0.000720953183253901,0.000920354435645446,0.000524993701286654,0.000529650985210976,0.000391181382170878,0.000570012366454096,0.000495655628401911,0.000495655628401911,0.000467889709947566,0.000524027016643791,0.000522332669016209,0.000824519080332035,0.000716033903628809,0.00139121447293448,0.00155699949205473,0.000795652101080275,0.00272697545055682,0.00103230463907567,0.00103230463907567,0.00118975097647324,0.00140134823220658,0.0013786292496201,0.0017153106588396,0.00171482675419165,6.25465850512848,3.8501939379846,5.08036135918052,8.25307137669999,5.83580273608116,5.83580273608116,5.83580273608116,6.25465850512848,6.25465850512848,6.70357700302362,0.0740647618288157,6.25465850512848,7.1847159359093,8.25307137669999,8.25307137669999,6.25465850512848,5.83580273608116,6.25465850512848,6.25465850512848,6.25465850512848,6.70357700302362,6.70357700302362,0.0964187327823691,0,0,0,0.2,0,0,0.092511013215859,0.0991735537190083,0.1,0.00734481456091999,0.309917355371901,18.75,15,25.9615384615385,0,0,0,1.05726872246696,1.2396694214876,10,0,2018-02-11_Albert_trial_1,1,Albert,2018-02-11
0.000713571270395004,5.66414247563032e-05,6.57777212446946e-05,0,0.000151651758228879,0.000151651758228879,0.000218480861597159,0.000628147352023236,0.000556092189867981,0.000286577146587383,0.000333476748558233,0.000531622944351164,0.00143993874733009,0.00107943659690403,0.000178254885413062,0.00109216531151942,0.00109216531151942,0.000758152754277448,0.000599042164006819,0.000675398328824141,0.00140612094596566,0.000771255635292103,0.000442424578974115,0.000668340308841301,0.000644859627160443,0.000611898145009616,0.000461888135330801,0.000461888135330801,0.000471688667152283,0.000472134943362705,0.000470481374328835,0.000557750750730146,0.000480541248477217,0.000763134322808582,0.000884870268275019,0.00090179858142537,0.00134487087388747,0.000845422845648103,0.000845422845648103,0.00104343595688385,0.000800882640750027,0.000807926829984341,0.000928600921287155,0.000924648565403669,0.000657844486312245,0.000822631187331635,0.000588776899484765,0.000692431736162043,0.000779280632244433,0.000779280632244433,0.000787140027516748,0.000663860270094485,0.000681601550847703,0.00113572104012687,0.000696549147447841,0.00109610577162463,0.00132262786117465,0.00107583682442879,0.000992175261405565,0.00127748906387304,0.00127748906387304,0.0011404852149095,0.00110112377629771,0.00112840725200026,0.00119644329952987,0.00123540979996986,0.51581696104375,6.25465850512848,6.25465850512848,13.4071540060472,6.70357700302362,6.70357700302362,6.70357700302362,0.51581696104375,0.51581696104375,0.340312280304031,0.0691048662966011,6.25465850512848,6.25465850512848,6.25465850512848,9.48028951408839,6.70357700302362,6.70357700302362,6.70357700302362,6.25465850512848,6.70357700302362,7.70038787596919,6.70357700302362,0.0638297872340425,0,0,0,0,0,0,0.0547445255474453,0.0462962962962963,0.1,0.0539433704698578,1.43617021276596,25.9615384615385,15,30.6818181818182,0,0,0,4.37956204379562,4.62962962962963,10,0,2018-02-11_Albert_trial_2,2,Albert,2018-02-11
0.000176812134828929,4.24884574402428e-05,0,0,5.38288409222357e-05,5.38288409222357e-05,0.000147530021232982,0.000146797681609921,0.000115726211018002,0.000100007293453421,0.000232804650256171,0.000667864095599249,0.000706741815332295,0.000885048901626448,0.000966884801627225,0.00135944231667314,0.00135944231667314,0.000848007059787447,0.000742213208117727,0.00095648535276138,0.000798350057726748,0.000765818775852868,0.000401746516254658,0.000443219921661135,0.000919268079221639,0.00101215960751024,0.000494481929402665,0.000494481929402665,0.000483927163288776,0.000489403633352807,0.000491476073972235,0.000534475313069523,0.000472630560596727,0.000703156855177058,0.000797924186655736,0.00128247376951323,0.0010573632878639,0.000934430634009916,0.000934430634009916,0.00102847503729789,0.000789413002117324,0.000839812057760887,0.00100016747329558,0.000856656642260863,0.000712376071123334,0.000997553626994602,0.00107854789883806,0.000781941740353562,0.00126691566001609,0.00126691566001609,0.00108676726568927,0.000787090394254989,0.00095411601513586,0.000815852558955522,0.000750488452398583,0.00763538793796853,0.00698162151034373,0.00828534430635757,0.0066065341270694,0.00775795755796822,0.00775795755796822,0.00705633945549957,0.00747657565603279,0.00757447388913974,0.00404488752775403,0.0047905203226356,6.25465850512848,6.70357700302362,8.84542288596492,7.70038787596919,7.1847159359093,7.1847159359093,7.1847159359093,6.25465850512848,7.1847159359093,7.1847159359093,7.1847159359093,6.25465850512848,6.70357700302362,8.84542288596492,7.70038787596919,7.1847159359093,7.1847159359093,7.1847159359093,6.25465850512848,7.1847159359093,7.1847159359093,7.1847159359093,0,0.625,0,0,0,0,0,0.111940298507463,0,0.1,0.122143521869507,3.70879120879121,14.0625,28.125,30.6818181818182,0,0,0,8.95522388059701,7.31707317073171,10,0,2018-02-11_Albert_trial_3,3,Albert,2018-02-11
0.000242485566658181,0.000189644870016636,0.000189644870016636,0.000230635667869752,7.75586550867579e-05,7.75586550867579e-05,9.53359970360363e-05,0.000243317712685389,0.000219799244102985,0.00011212330234392,0.000175720986028504,0.000700674613110673,0.000512316756290313,0.000512316756290313,0.000741707065700518,0.00102985903781448,0.00102985903781448,0.00101217390880712,0.000695823785970099,0.000742591245159919,0.000797013248271852,0.000884365479885623,0.000411761577863619,0.000401895278227353,0.000401895278227353,0.000355856767805129,0.000432202628909174,0.000432202628909174,0.000460509246756826,0.000405844286299641,0.000409871733277954,0.000521086728056323,0.000462555569038343,0.00071339697192053,0.000789958746631301,0.000789958746631301,0.000589767527447031,0.000678872037336925,0.000678872037336925,0.000849761369962079,0.000707822508235211,0.000704673562136561,0.000886044225353643,0.000863188868604244,0.000654214848636059,0.000682019965891664,0.000682019965891664,0.000692228301139927,0.000874795509942648,0.000874795509942648,0.000973635019693487,0.000657700238650325,0.000686468480697322,0.000686937878365714,0.000767694170019872,0.00137880794894943,0.00106231616792814,0.00106231616792814,0.000934567989021111,0.00120466497700832,0.00120466497700832,0.00120709323780566,0.00133218822691668,0.00131536490264141,0.000918130489184556,0.00109458480666683,6.70357700302362,5.83580273608116,5.83580273608116,5.83580273608116,6.70357700302362,6.70357700302362,7.1847159359093,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,6.70357700302362,6.25465850512848,5.83580273608116,6.25465850512848,6.70357700302362,6.70357700302362,7.1847159359093,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,0.11070110701107,0,0,0,0,0,0,0.0970873786407767,0.0840336134453781,0,0.032614097573097,1.24538745387454,21.09375,21.09375,16.875,0,0,0,3.88349514563107,4.20168067226891,10,0,2018-02-11_Albert_trial_4,4,Albert,2018-02-11
0.000166288223993079,0.000103647122496799,0.000103647122496799,0,0.00014164869670013,0.00014164869670013,0.000238823901004752,0.0001454091082731,0.000142013563778517,7.15179938381164e-05,0.000231151544409311,0.000703151446188934,0.000980628897051182,0.000980628897051182,0.000811423970965089,0.0011146112977857,0.0011146112977857,0.000403587063306239,0.000765342776327752,0.000874725191032245,0.00105122255764994,0.000874799043564141,0.000377629241749686,0.000575113509801575,0.000575113509801575,0.000267009994327682,0.000371567473686976,0.000371567473686976,0.00049105776847159,0.000397477994750876,0.000389632789013341,0.000450962561197502,0.000480267235126239,0.000630986732968125,0.000786763718608754,0.000786763718608754,0.000730107922977478,0.000744457352486418,0.000744457352486418,0.00116748643437794,0.000660208554049342,0.000686802756660707,0.000846842614094329,0.000887002225514127,0.000696321716042923,0.000856615403036688,0.000856615403036688,0.000838476404310191,0.00110803532808055,0.00110803532808055,0.000755959433796116,0.000740713666245819,0.000853013283997958,0.000970648519664558,0.000847001330859527,0.00093917359182982,0.0015575804825403,0.0015575804825403,0.00129959745721201,0.00144819758198701,0.00144819758198701,0.0012504526494047,0.00104750508985288,0.00117011768803077,0.00105218192878645,0.00111229600447792,6.70357700302362,7.1847159359093,7.1847159359093,6.70357700302362,6.70357700302362,6.70357700302362,4.42271144298246,6.70357700302362,6.70357700302362,7.1847159359093,0.0850780700760078,6.70357700302362,7.1847159359093,7.1847159359093,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,6.70357700302362,6.70357700302362,7.1847159359093,7.1847159359093,0,0,0,0,0,0,0.1,0,0,0.1,0.0496459769028003,2.93478260869565,17.7631578947368,17.7631578947368,33.75,0,0,0,8.27586206896552,7.17703349282297,10,0,2018-02-11_Albert_trial_5,5,Albert,2018-02-11
0.000116202260427599,0.000121403256730247,0.000121403256730247,9.30255814774604e-05,4.53780526457844e-05,4.53780526457844e-05,0.000253424689871895,0.000142165572608588,0.000100673130440032,0.000186663336282038,0.000190232786120551,0.00102446071634759,0.000989339876423221,0.000989339876423221,0.00119534280398445,0.000917081682942249,0.000917081682942249,0.000308931130307833,0.00102500634822924,0.000998140244358006,0.00144703813546423,0.000850395744249844,0.000474434404248706,0.000455004558117155,0.000455004558117155,0.000505993671776635,0.00043213645554361,0.00043213645554361,0.000398882941204745,0.000474779839837812,0.000459387224929003,0.000564172825729147,0.000472163956328243,0.000739049920967527,0.0010023458108822,0.0010023458108822,0.0011210718817424,0.000987888189695323,0.000987888189695323,0.00105525122856385,0.000848805349094066,0.000900076056100369,0.000926040058450635,0.000915308292488499,0.000732965101837484,0.00121167679391367,0.00121167679391367,0.00155836336575782,0.00138008559981505,0.00138008559981505,0.000451382729943338,0.00094892433751972,0.00111149414372194,0.000794493615809258,0.000729716023229255,0.00141679848124073,0.00398002987180195,0.00398002987180195,0.00320232481123712,0.00160936228818008,0.00160936228818008,0.00107643588609828,0.00211555617878452,0.00192632107252138,0.0011723927636997,0.00110942367565474,6.70357700302362,8.25307137669999,8.25307137669999,6.70357700302362,7.1847159359093,7.1847159359093,5.44499648486449,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,8.25307137669999,8.25307137669999,6.70357700302362,7.1847159359093,7.1847159359093,6.25465850512848,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,0,0,0,0,0.272727272727273,0,0.1,0.16304347826087,0.102040816326531,0.1,0.0802793210663133,5.44354838709677,24.1071428571429,24.1071428571429,21.09375,0,0,0,13.0434782608696,10.2040816326531,10,0,2018-02-11_Albert_trial_6,6,Albert,2018-02-11
0.000185786671899663,0.000143945401839275,0,0,0.000136633266515763,0.000136633266515763,0.00019301837147694,0.000143111911631078,0.000140383078386513,0.000103569366566762,0.000195003726037069,0.000698726618224768,0.00123536746227621,0.00127246910614757,0.00168147356238095,0.000679177519078702,0.000679177519078702,0.000727973026609594,0.000931318782737294,0.000834420762922032,0.00113300007050199,0.000905987512200554,0.000341451801930187,0.000430772652914112,0.000810720462128364,0.000461871789161519,0.000487107077117021,0.000487107077117021,0.000527738849407075,0.000403534044310474,0.000436901361337457,0.000445294275511471,0.000457498432576073,0.00056660124821603,0.000705524387806204,0.000685965950227681,0.00058386795900947,0.000988115229924131,0.000988115229924131,0.000995581368839514,0.000592335593731839,0.000744809319764609,0.000841262563383496,0.000824479368938273,0.00079640023988698,0.00118925976556653,0.000815866723430411,0.000803832424241989,0.00107385299131856,0.00107385299131856,0.000672671306894939,0.000853030364405933,0.000938381190693715,0.000776723745677438,0.000773979376648291,0.00147422976693956,0.00121210476993414,0.000877654240074486,0.00148719608231964,0.000966924598852566,0.000966924598852566,0.00119719792248381,0.00139631009254501,0.00123057383218097,0.000918760623374279,0.00107575883233354,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,7.1847159359093,7.70038787596919,6.70357700302362,6.70357700302362,7.1847159359093,7.1847159359093,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,7.1847159359093,7.70038787596919,6.70357700302362,6.70357700302362,7.1847159359093,7.1847159359093,0.182926829268293,0,0,0,0,0,0,0.129310344827586,0.0793650793650794,0,0.054230635144034,4.11585365853659,22.5,25,33.75,0,0,0,10.3448275862069,7.93650793650794,10,0,2018-02-11_Albert_trial_7,7,Albert,2018-02-11
0.000218470996636046,0,0,4.87546476240368e-05,0.0001131083061215,0.0001131083061215,0.000312352837969926,0.000185125658226667,0.000152957074195655,0.000117529832377012,0.000228344362546273,0.000797129742946999,0.00130981821923003,0.00130981821923003,0.00151419725812066,0.000692280860620694,0.000692280860620694,0.000279737250119715,0.00105115305540112,0.00087838739321259,0.00140168018133634,0.000876389993381937,0.000398623453772218,0.000330888002369449,0.000330888002369449,0.00051321789525901,0.00047973908668031,0.00047973908668031,0.000450330805754289,0.000412708274433772,0.000445450805200548,0.000474679127680622,0.000516056057381974,0.0007953156673949,0.000911216960738181,0.000911216960738181,0.00072895735247224,0.000933619315049089,0.000933619315049089,0.00100574097169453,0.000796040717182163,0.000857799200158044,0.000855535900102189,0.000907259706600414,0.000932681507354703,0.0010207043564972,0.0010207043564972,0.00139350205519555,0.000913113250610148,0.000913113250610148,0.000458296076085097,0.00105715912929863,0.000995136479590633,0.000930488124026998,0.0007263440805825,0.0012158214315472,0.00144565325891473,0.00144565325891473,0.00133496392279809,0.00148184745261748,0.00148184745261748,0.00106447146022135,0.00127513845685623,0.00137205409863461,0.00100136225924446,0.00114803325462365,6.25465850512848,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,5.44499648486449,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,6.25465850512848,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,6.25465850512848,7.1847159359093,7.1847159359093,7.1847159359093,7.1847159359093,0,0,0,0,0.202702702702703,0,0,0,0.0974025974025974,0,0.0338164251207729,6.75,30.6818181818182,30.6818181818182,17.7631578947368,0,0,0,15,9.74025974025974,10,0,2018-02-11_Albert_trial_8,8,Albert,2018-02-11
0.000126370608854644,6.31063455858311e-05,0,0,0.00015074233187607,0.00015074233187607,0.000117118871817342,0.000124041004723218,0.000128956131706578,0.000137907039138887,0.000301224884484794,0.000775376863756924,0.000586176892586516,0,0.000734107223061594,0.000889489607772523,0.000889489607772523,0.000920547148999468,0.000761844023025687,0.000781030316499816,0.000917444320301629,0.000995670279454665,0.000434722889438179,0.000569565002142494,0.00058607743712879,0.000603014809810461,0.000452943200123181,0.000452943200123181,0.000494155317997659,0.000453478592389932,0.000452502524655655,0.00040635082846502,0.000646747698037522,0.000725548087071712,0.00117601289594003,0.00153514712544662,0.000637015201740261,0.000687108919744885,0.000687108919744885,0.000833996996826375,0.000769661639698515,0.00075730422613842,0.000937251415654377,0.00109387079435697,0.000791791810310131,0.000698646181087536,0.000808584064454537,0.000611371952411331,0.000836862988433548,0.000836862988433548,0.00091213050908586,0.000779568386265122,0.000788840260712907,0.000712837461947297,0.000931870826878106,0.00138598996040011,0.00200246464205837,0.000550180917935136,0.000874023718221444,0.00197948745607864,0.00197948745607864,0.0017299411054352,0.00140428640070576,0.00149459414986297,0.000982453510788163,0.00170496660950297,6.70357700302362,6.25465850512848,33.0122855067999,6.70357700302362,6.25465850512848,6.25465850512848,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,6.70357700302362,6.25465850512848,0,6.70357700302362,6.25465850512848,6.25465850512848,6.70357700302362,6.70357700302362,6.70357700302362,6.70357700302362,7.1847159359093,0.114503816793893,0,0,0,0,0,0.1,0.149501661129568,0.126050420168067,0,0.0124561070513429,1.2881679389313,14.0625,56.25,30.6818181818182,0,0,0,3.98671096345515,4.20168067226891,10,0,2018-02-11_Albert_trial_9,9,Albert,2018-02-11
